Time - Dev2/ai0,Voltage - Dev2/ai0
1.118,1.01913
1.119,0.908348
1.12,0.989662
1.121,0.911891
1.122,0.632848
1.123,0.470059
1.124,0.210822
1.125,-0.000915282
1.126,-0.00123732
1.127,-0.000754265
1.128,-0.000432231
1.129,-0.000593248
1.13,-0.000593248
1.131,-0.000432231
1.132,-0.000271214
1.133,-0.000593248
1.134,-0.000432231
1.135,-0.000593248
1.136,-0.000593248
1.137,-0.000593248
1.138,-0.000593248
1.139,-0.000915282
1.14,-0.000915282
1.141,-0.000593248
1.142,-0.000915282
1.143,-0.000754265
1.144,-0.000754265
1.145,-0.000915282
1.146,-0.000754265
1.147,-0.000593248
1.148,-0.000754265
1.149,-0.000593248
1.15,-0.000593248
1.151,-0.000593248
1.152,-0.000432231
1.153,-0.000593248
1.154,-0.000593248
1.155,-0.000271214
1.156,-0.000271214
1.157,-0.000593248
1.158,-0.000593248
1.159,-0.000915282
1.16,-0.000593248
1.161,-0.000754265
1.162,-0.000754265
1.163,-0.000754265
1.164,-0.000754265
1.165,-0.000754265
1.166,-0.0010763
1.167,-0.000754265
1.168,-0.000593248
1.169,-0.000432231
1.17,-0.000593248
1.171,-0.000432231
1.172,-0.000432231
1.173,-0.000593248
1.174,-0.000271214
1.175,-0.000593248
1.176,-0.000432231
1.177,-0.000432231
1.178,-0.000432231
1.179,-0.000915282
1.18,-0.000593248
1.181,-0.000593248
1.182,-0.000754265
1.183,-0.000593248
1.184,-0.0010763
1.185,-0.000754265
1.186,-0.000754265
1.187,-0.000754265
1.188,-0.000754265
1.189,-0.000432231
1.19,-0.000432231
1.191,-0.000593248
1.192,-0.000593248
1.193,-0.000432231
1.194,-0.000271214
1.195,-0.000754265
1.196,-0.000432231
1.197,-0.000754265
1.198,-0.000432231
1.199,-0.000593248
1.2,-0.000754265
1.201,-0.000915282
1.202,-0.000754265
1.203,-0.000754265
1.204,-0.000915282
1.205,-0.0010763
1.206,-0.000593248
1.207,-0.0010763
1.208,-0.000754265
1.209,-0.000432231
1.21,-0.000432231
1.211,-0.000432231
1.212,-0.000432231
1.213,-0.000754265
1.214,-0.000432231
1.215,-0.000432231
1.216,-0.000593248
1.217,-0.000593248
1.218,-0.000915282
1.219,-0.000593248
1.22,-0.000915282
1.221,-0.000432231
1.222,-0.000593248
1.223,-0.000915282
1.224,-0.000593248
1.225,-0.000915282
1.226,-0.000754265
1.227,-0.000915282
1.228,-0.000754265
1.229,-0.000593248
1.23,-0.000432231
1.231,-0.000754265
1.232,-0.000271214
1.233,-0.000271214
1.234,-0.000432231
1.235,-0.000432231
1.236,-0.000593248
1.237,-0.000593248
1.238,-0.000432231
1.239,-0.000593248
1.24,-0.000593248
1.241,-0.000754265
1.242,-0.000915282
1.243,-0.000915282
1.244,-0.000915282
1.245,-0.000593248
1.246,-0.000754265
1.247,-0.000593248
1.248,-0.000915282
1.249,-0.000593248
1.25,-0.000432231
1.251,-0.000593248
1.252,-0.000432231
1.253,-0.000754265
1.254,-0.000593248
1.255,-0.000754265
1.256,-0.000593248
1.257,-0.000593248
1.258,-0.000432231
1.259,-0.000754265
1.26,-0.000754265
1.261,-0.000754265
1.262,-0.000915282
1.263,-0.000432231
1.264,-0.000754265
1.265,-0.0010763
1.266,-0.0010763
1.267,-0.000593248
1.268,-0.000271214
1.269,-0.000432231
1.27,-0.000754265
1.271,-0.000754265
1.272,-0.000432231
1.273,-0.000432231
1.274,-0.000593248
1.275,-0.000432231
1.276,-0.000593248
1.277,-0.000754265
1.278,-0.000754265
1.279,-0.000754265
1.28,-0.000754265
1.281,-0.000754265
1.282,-0.000754265
1.283,-0.000754265
1.284,-0.000915282
1.285,-0.000593248
1.286,-0.000754265
1.287,-0.000593248
1.288,-0.000432231
1.289,-0.000432231
1.29,-0.000593248
1.291,-0.000593248
1.292,-0.000432231
1.293,-0.000754265
1.294,-0.000593248
1.295,-0.000754265
1.296,-0.000754265
1.297,-0.000754265
1.298,-0.000754265
1.299,-0.000754265
1.3,-0.000754265
1.301,-0.000915282
1.302,-0.000593248
1.303,-0.000754265
1.304,-0.000754265
1.305,-0.000754265
1.306,-0.000754265
1.307,-0.000754265
1.308,-0.000593248
1.309,-0.000432231
1.31,-0.000432231
1.311,-0.000915282
1.312,-0.000593248
1.313,-0.000754265
1.314,-0.000432231
1.315,-0.000593248
1.316,-0.000593248
1.317,-0.000754265
1.318,-0.000432231
1.319,-0.000915282
1.32,-0.000432231
1.321,-0.000432231
1.322,-0.000593248
1.323,-0.000754265
1.324,-0.000915282
1.325,0.00375421
1.326,1.43407
1.327,2.57489
1.328,2.80853
1.329,2.82479
1.33,2.74315
1.331,2.64364
1.332,2.58568
1.333,2.51048
1.334,2.50823
1.335,2.53125
1.336,2.59341
1.337,2.66071
1.338,2.70467
1.339,2.73156
1.34,2.7562
1.341,2.78083
